                   e00                   e01                   e02                   e03                   e04                   e05                   e06                   e07                   e08                   e09                   e10                   e11
    2.8554077294143618    2.8554077294143618    4.0335673987381151    4.0335673987381151    4.0335673987381186    4.0335673987381186    5.0936265223061659    5.0936265223061659    5.6942756888742263    5.6942756888742263    6.0088720264814359    6.0088720264814359
    2.8563222432620292    2.8563222432620292    4.0538351145657794    4.0538351145657794    4.0538351145657874    4.0538351145657874    5.0780100427784829    5.0780100427784829    5.6944318737068320    5.6944318737068320    6.0029397066600918    6.0029397066600918
    2.8572455618503270    2.8572455618503270    4.0742603285607819    4.0742603285607819    4.0742603285607837    4.0742603285607837    5.0622488258019764    5.0622488258019764    5.6945896445722592    5.6945896445722592    5.9970298265929580    5.9970298265929580
    2.8581772313362399    2.8581772313362399    4.0948329103841505    4.0948329103841505    4.0948329103841505    4.0948329103841505    5.0463432970077493    5.0463432970077493    5.6947489730645469    5.6947489730645469    5.9911447462584491    5.9911447462584491
    2.8591167307176888    2.8591167307176888    4.1155367084981931    4.1155367084981931    4.1155367084981931    4.1155367084981931    5.0302938778867583    5.0302938778867583    5.6949098504549323    5.6949098504549323    5.9852867860181318    5.9852867860181318
    2.8600634837412295    2.8600634837412295    4.1363501959902349    4.1363501959902349    4.1363501959902358    4.1363501959902358    5.0141010676795972    5.0141010676795972    5.6950722882155294    5.6950722882155294    5.9794582470088988    5.9794582470088988
    2.8610168727758944    2.8610168727758944    4.1572473036917961    4.1572473036917961    4.1572473036917970    4.1572473036917970    4.9977655229347935    4.9977655229347935    5.6952363180525953    5.6952363180525953    5.9736614305236788    5.9736614305236788
    2.8619762540983600    2.8619762540983600    4.1781984059631148    4.1781984059631148    4.1781984059631156    4.1781984059631156    4.9812881316671271    4.9812881316671271    5.6954019914340552    5.6954019914340552    5.9678986554906732    5.9678986554906732
    2.8629409739915763    2.8629409739915763    4.1991714195656025    4.1991714195656025    4.1991714195656042    4.1991714195656042    4.9646700792293235    4.9646700792293235    5.6955693786071313    5.6955693786071313    5.9621722732295162    5.9621722732295162
    2.8639103850324421    2.8639103850324421    4.2201329726455814    4.2201329726455814    4.2201329726455823    4.2201329726455823    4.9479129033094509    4.9479129033094509    5.6957385671173029    5.6957385671173029    5.9564846787608827    5.9564846787608827
    2.8648838619436185    2.8648838619436185    4.2410495990695685    4.2410495990695685    4.2410495990695694    4.2410495990695694    4.9310185358608658    4.9310185358608658    5.6959096598516128    5.6959096598516128    5.9508383180779880    5.9508383180779880
    2.8658608164125701    2.8658608164125701    4.2618889132316431    4.2618889132316431    4.2618889132316440    4.2618889132316440    4.9139893302563875    4.9139893302563875    5.6960827726439067    5.6960827726439067    5.9452356909416038    5.9452356909416038
    2.8668407103219837    2.8668407103219837    4.2826207220235348    4.2826207220235348    4.2826207220235348    4.2826207220235348    4.8968280725078177    4.8968280725078177    5.6962580314919435    5.6962580314919435    5.9396793489353934    5.9396793489353934
    2.8678230669051441    2.8678230669051441    4.3032180337143942    4.3032180337143942    4.3032180337143950    4.3032180337143950    4.8795379759906252    4.8795379759906252    5.6964355694477229    5.6964355694477229    5.9341718887050927    5.9341718887050927
    2.8688074794231953    2.8688074794231953    4.3236579280432004    4.3236579280432004    4.3236579280432004    4.3236579280432004    4.8621226597424281    4.8621226597424281    5.6966155232532909    5.6966155232532909    5.9287159404971268    5.9287159404971268
    2.8697936170588747    2.8697936170588747    4.3439222575803393    4.3439222575803393    4.3439222575803393    4.3439222575803393    4.8445861110276320    4.8445861110276320    5.6967980298025864    5.6967980298025864    5.9233141523045125    5.9233141523045125
    2.8707812278320795    2.8707812278320795    4.3639981571671784    4.3639981571671784    4.3639981571671784    4.3639981571671784    4.8269326334671021    4.8269326334671021    5.6969832225165433    5.6969832225165433    5.9179691701088402    5.9179691701088402
    2.8717701384558425    2.8717701384558425    4.3838783457764539    4.3838783457764539    4.3838783457764556    4.3838783457764556    4.8091667825963045    4.8091667825963045    5.6971712277223201    5.6971712277223201    5.9126836148715558    5.9126836148715558
    2.8727602511703014    2.8727602511703014    4.4035612130781523    4.4035612130781523    4.4035612130781541    4.4035612130781541    4.7912932912051867    4.7912932912051867    5.6973621611306280    5.6973621611306280    5.9074600570730018    5.9074600570730018
    2.8737515377052678    2.8737515377052678    4.4230506911399123    4.4230506911399123    4.4230506911399150    4.4230506911399150    4.7733169872287027    4.7733169872287027    5.6975561245018529    5.6975561245018529    5.9023009897085137    5.9023009897085137
    2.8747440306306853    2.8747440306306853    4.4423559196537070    4.4423559196537070    4.4423559196537088    4.4423559196537088    4.7552427072594128    4.7552427072594128    5.6977532025910120    5.6977532025910120    5.8972088007326224    5.8972088007326224
    2.8757378124519910    2.8757378124519910    4.4614907206361982    4.4614907206361982    4.4614907206361991    4.4614907206361991    4.7370752089518060    4.7370752089518060    5.6979534604524735    5.6979534604524735    5.8921857459844471    5.8921857459844471
    2.8767330028878013    2.8767330028878013    4.4804729053835315    4.4804729053835315    4.4804729053835315    4.4804729053835315    4.7188190856546033    4.7188190856546033    5.6981569411789463    5.6981569411789463    5.8872339236322837    5.8872339236322837
    2.8777297448348054    2.8777297448348054    4.4993234423541795    4.4993234423541795    4.4993234423541795    4.4993234423541795    4.7004786865573687    4.7004786865573687    5.6983636641363669    5.6983636641363669    5.8823552511369481    5.8823552511369481
    2.8787281895698467    2.8787281895698467    4.5180655193980463    4.5180655193980463    4.5180655193980481    4.5180655193980481    4.6820580454509262    4.6820580454509262    5.6985736237452249    5.6985736237452249    5.8775514456590212    5.8775514456590212
    2.8797284817616453    2.8797284817616453    4.5367235371666785    4.5367235371666785    4.5367235371666794    4.5367235371666794    4.6635608209072652    4.6635608209072652    5.6987867888423800    5.6987867888423800    5.8728240087218397    5.8728240087218397
    2.8807307448696626    2.8807307448696626    4.5553220725731824    4.5553220725731824    4.5553220725731824    4.5553220725731824    4.6449902502694727    4.6449902502694727    5.6990031026424308    5.6990031026424308    5.8681742157961523    5.8681742157961523
    2.8817350674865261    2.8817350674865261    4.5738848516901811    4.5738848516901811    4.5738848516901820    4.5738848516901820    4.6263491193415955    4.6263491193415955    5.6992224833021465    5.6992224833021465    5.8636031112977420    5.8636031112977420
    2.8827414911380949    2.8827414911380949    4.5924337705562515    4.5924337705562515    4.5924337705562532    4.5924337705562532    4.6076397490860570    4.6076397490860570    5.6994448250711178    5.6994448250711178    5.8591115092933714    5.8591115092933714
    2.8837500000000018    2.8837500000000018    4.5888639999999716    4.5888639999999716    4.6109879999999972    4.6109879999999972    4.6109879999999972    4.6109879999999972    5.6996699999999905    5.6996699999999905    5.8547000000000002    5.8547000000000002
    2.8847605129065865    2.8847605129065865    4.5700232941735477    4.5700232941735477    4.6295632069387587    4.6295632069387587    4.6295632069387596    4.6295632069387596    5.6998978601567956    5.6998978601567956    5.8503689619429249    5.8503689619429249
    2.8857728779422840    2.8857728779422840    4.5511186543603639    4.5511186543603639    4.6481709197790941    4.6481709197790941    4.6481709197791004    4.6481709197791004    5.7001282402911615    5.7001282402911615    5.8461185794231660    5.8461185794231660
    2.8867868698010839    2.8867868698010839    4.5321507587317393    4.5321507587317393    4.6668180597657223    4.6668180597657223    4.6668180597657249    4.6668180597657249    5.7003609608708734    5.7003609608708734    5.8419488647359481    5.8419488647359481
    2.8878021899948783    2.8878021899948783    4.5131200093781398    4.5131200093781398    4.6855066535969714    4.6855066535969714    4.6855066535969714    4.6855066535969714    5.7005958314047103    5.7005958314047103    5.8378596843934805    5.8378596843934805
    2.8888184698771755    2.8888184698771755    4.4940266120723367    4.4940266120723367    4.7042337356195914    4.7042337356195914    4.7042337356195931    4.7042337356195931    5.7008326539584200    5.7008326539584200    5.8338507884391744    5.8338507884391744
    2.8898352763470219    2.8898352763470219    4.4748706643574367    4.4748706643574367    4.7229914406830646    4.7229914406830646    4.7229914406830646    4.7229914406830646    5.7010712267635428    5.7010712267635428    5.8299218418092869    5.8299218418092869
    2.8908521199883270    2.8908521199883270    4.4556522486732142    4.4556522486732142    4.7417672815569576    4.7417672815569576    4.7417672815569594    4.7417672815569594    5.7013113478175512    5.7013113478175512    5.8260724566002793    5.8260724566002793
    2.8918684653132698    2.8918684653132698    4.4363715270047486    4.4363715270047486    4.7605445979598198    4.7605445979598198    4.7605445979598215    4.7605445979598215    5.7015528183733437    5.7015528183733437    5.8223022240476592    5.8223022240476592
    2.8928837426970206    2.8928837426970206    4.4170288334470058    4.4170288334470058    4.7793031579560603    4.7793031579560603    4.7793031579560612    4.7793031579560612    5.7017954462196503    5.7017954462196503    5.8186107450117834    5.8186107450117834
    2.8938973615273080    2.8938973615273080    4.3976247611149999    4.3976247611149999    4.7980198869913977    4.7980198869913977    4.7980198869913995    4.7980198869913995    5.7020390486620753    5.7020390486620753    5.8149976578017144    5.8149976578017144
    2.8949087240506617    2.8949087240506617    4.3781602400102217    4.3781602400102217    4.8166696953400940    4.8166696953400940    4.8166696953400940    4.8166696953400940    5.7022834551220631    5.7022834551220631    5.8114626622498031    5.8114626622498031
    2.8959172393687460    2.8959172393687460    4.3586366027616137    4.3586366027616137    4.8352263713884360    4.8352263713884360    4.8352263713884369    4.8352263713884369    5.7025285092835940    5.7025285092835940    5.8080055390720835    5.8080055390720835
    2.8969223370403010    2.8969223370403010    4.3390556355894638    4.3390556355894638    4.8536635060988118    4.8536635060988118    4.8536635060988127    4.8536635060988127    5.7027740707325405    5.7027740707325405    5.8046261637137766    5.8046261637137766
    2.8979234797584965    2.8979234797584965    4.3194196123789714    4.3194196123789714    4.8719554132323166    4.8719554132323166    4.8719554132323175    4.8719554132323175    5.7030200160485771    5.7030200160485771    5.8013245140731007    5.8013245140731007
    2.8989201746108919    2.8989201746108919    4.2997313103723656    4.2997313103723656    4.8900780104913402    4.8900780104913402    4.8900780104913411    4.8900780104913411    5.7032662393262399    5.7032662393262399    5.7981006717213956    5.7981006717213956
    2.8999119824903330    2.8999119824903330    4.2799940066781099    4.2799940066781099    4.9080096286247112    4.9080096286247112    4.9080096286247112    4.9080096286247112    5.7035126521214892    5.7035126521214892    5.7949548164779925    5.7949548164779925
    2.9008985252936643    2.9008985252936643    4.2602114555259183    4.2602114555259183    4.9257317186283007    4.9257317186283007    4.9257317186283016    4.9257317186283016    5.7037591828354470    5.7037591828354470    5.7918872144503863    5.7918872144503863
    2.9018794906370493    2.9018794906370493    4.2403878469351284    4.2403878469351284    4.9432294313801739    4.9432294313801739    4.9432294313801739    4.9432294313801739    5.7040057755673699    5.7040057755673699    5.7888981999037492    5.7888981999037492
    2.9028546339096302    2.9028546339096302    4.2205277481907286    4.2205277481907286    4.9604920491348814    4.9604920491348814    4.9604920491348814    4.9604920491348814    5.7042523884827245    5.7042523884827245    5.7859881515670333    5.7859881515670333
    2.9038237775949618    2.9038237775949618    4.2006360302045680    4.2006360302045680    4.9775132541473130    4.9775132541473130    4.9775132541473175    4.9775132541473175    5.7044989917593831    5.7044989917593831    5.7831574642110377    5.7831574642110377
    2.9047868078951158    2.9047868078951158    4.1807177814519498    4.1807177814519498    4.9942912260089631    4.9942912260089631    4.9942912260089640    4.9942912260089640    5.7047455651865793    5.7047455651865793    5.7804065165334002    5.7804065165334002
    2.9057436687972018    2.9057436687972018    4.1607782126930273    4.1607782126930273    5.0108285658616873    5.0108285658616873    5.0108285658616891    5.0108285658616891    5.7049920955024120    5.7049920955024120    5.7777356365493899    5.7777356365493899
    2.9066943538238181    2.9066943538238181    4.1408225560947320    4.1408225560947320    5.0271320522110079    5.0271320522110079    5.0271320522110079    5.0271320522110079    5.7052385735628448    5.7052385735628448    5.7751450658150132    5.7751450658150132
    2.9076388957956762    2.9076388957956762    4.1208559626414081    4.1208559626414081    5.0432122394169578    5.0432122394169578    5.0432122394169587    5.0432122394169587    5.7054849914395476    5.7054849914395476    5.7726349238830528    5.7726349238830528
    2.9085773550176865    2.9085773550176865    4.1008834018521974    4.1008834018521974    5.0590829157741615    5.0590829157741615    5.0590829157741624    5.0590829157741624    5.7057313395469835    5.7057313395469835    5.7702051744202612    5.7702051744202612
    2.9095098063582574    2.9095098063582574    4.0809095678029408    4.0809095678029408    5.0747604432522975    5.0747604432522975    5.0747604432522984    5.0747604432522984    5.7059776038937216    5.7059776038937216    5.7678555943895962    5.7678555943895962
    2.9104363257359811    2.9104363257359811    4.0609387952771598    4.0609387952771598    5.0902630052440383    5.0902630052440383    5.0902630052440383    5.0902630052440383    5.7062237635520212    5.7062237635520212    5.7655857476191983    5.7655857476191983
