                   e00                   e01                   e02                   e03                   e04                   e05                   e06                   e07                   e08                   e09                   e10                   e11
    2.8185399999999476    2.8185399999999476    2.8185399999999494    2.8185399999999494    2.8185399999999512    2.8185399999999512    6.6904160000000035    6.6904160000000035    6.6904160000000035    6.6904160000000035    6.6904160000000035    6.6904160000000035
    2.8185546143781961    2.8185546143781961    2.8194755973028904    2.8194755973028904    2.8194755973028944    2.8194755973028944    6.6903365178841652    6.6903365178841652    6.6903365178841661    6.6903365178841661    6.6903895500314370    6.6903895500314370
    2.8185983195463069    2.8185983195463069    2.8222706084718796    2.8222706084718796    2.8222706084718809    2.8222706084718809    6.6900981243441562    6.6900981243441562    6.6900981243441588    6.6900981243441588    6.6903102258636240    6.6903102258636240
    2.8186707052292972    2.8186707052292972    2.8268899802849488    2.8268899802849488    2.8268899802849501    2.8268899802849501    6.6897009777417722    6.6897009777417722    6.6897009777417740    6.6897009777417740    6.6901781040464376    6.6901781040464376
    2.8187710996089614    2.8187710996089614    2.8332762456963296    2.8332762456963296    2.8332762456963310    2.8332762456963310    6.6891453418059035    6.6891453418059035    6.6891453418059044    6.6891453418059044    6.6899933099715110    6.6899933099715110
    2.8188985869077587    2.8188985869077587    2.8413509273871984    2.8413509273871984    2.8413509273872015    2.8413509273872015    6.6884315852995018    6.6884315852995018    6.6884315852995053    6.6884315852995053    6.6897560146613442    6.6897560146613442
    2.8190520312643241    2.8190520312643241    2.8510164458053380    2.8510164458053380    2.8510164458053402    2.8510164458053402    6.6875601815093297    6.6875601815093297    6.6875601815093333    6.6875601815093333    6.6894664304228986    6.6894664304228986
    2.8192301061895457    2.8192301061895457    2.8621584768708503    2.8621584768708503    2.8621584768708512    2.8621584768708512    6.6865317075199560    6.6865317075199560    6.6865317075199604    6.6865317075199604    6.6891248055085173    6.6891248055085173
    2.8194313287258477    2.8194313287258477    2.8746486918388241    2.8746486918388241    2.8746486918388245    2.8746486918388245    6.6853468432234990    6.6853468432234990    6.6853468432234990    6.6853468432234990    6.6887314179602786    6.6887314179602786
    2.8196540972963144    2.8196540972963144    2.8883478011808985    2.8883478011808985    2.8883478011808994    2.8883478011808994    6.6840063700141998    6.6840063700141998    6.6840063700142007    6.6840063700142007    6.6882865688420141    6.6882865688420141
    2.8198967321282407    2.8198967321282407    2.9031088161442407    2.9031088161442407    2.9031088161442415    2.9031088161442415    6.6825111691156627    6.6825111691156627    6.6825111691156645    6.6825111691156645    6.6877905750816629    6.6877905750816629
    2.8201575170639330    2.8201575170639330    2.9187804360855916    2.9187804360855916    2.9187804360855942    2.9187804360855942    6.6808622194904466    6.6808622194904466    6.6808622194904466    6.6808622194904466    6.6872437621617724    6.6872437621617724
    2.8204347415438078    2.8204347415438078    2.9352104669352199    2.9352104669352199    2.9352104669352204    2.9352104669352204    6.6790605952883473    6.6790605952883473    6.6790605952883482    6.6790605952883482    6.6866464569021442    6.6866464569021442
    2.8207267415492798    2.8207267415492798    2.9522491762752954    2.9522491762752954    2.9522491762752985    2.9522491762752985    6.6771074627993885    6.6771074627993885    6.6771074627993894    6.6771074627993894    6.6859989805739621    6.6859989805739621
    2.8210319383420610    2.8210319383420610    2.9697524935148492    2.9697524935148492    2.9697524935148500    2.9697524935148500    6.6750040768901080    6.6750040768901080    6.6750040768901098    6.6750040768901098    6.6853016425794003    6.6853016425794003
    2.8213488739129020    2.8213488739129020    2.9875849693710794    2.9875849693710794    2.9875849693710816    2.9875849693710816    6.6727517769156846    6.6727517769156846    6.6727517769156846    6.6727517769156846    6.6845547349078043    6.6845547349078043
    2.8216762421680253    2.8216762421680253    3.0056224171543486    3.0056224171543486    3.0056224171543495    3.0056224171543495    6.6703519821210779    6.6703519821210779    6.6703519821210779    6.6703519821210779    6.6837585275598785    6.6837585275598785
    2.8220129150265110    2.8220129150265110    3.0237541688871947    3.0237541688871947    3.0237541688871961    3.0237541688871961    6.6678061865585443    6.6678061865585443    6.6678061865585461    6.6678061865585461    6.6829132650989562    6.6829132650989562
    2.8223579627645585    2.8223579627645585    3.0418848917482051    3.0418848917482051    3.0418848917482069    3.0418848917482069    6.6651159535732480    6.6651159535732480    6.6651159535732480    6.6651159535732480    6.6820191644514884    6.6820191644514884
    2.8227106681334169    2.8227106681334169    3.0599359242867172    3.0599359242867172    3.0599359242867199    3.0599359242867199    6.6622829099225269    6.6622829099225269    6.6622829099225287    6.6622829099225287    6.6810764140413861    6.6810764140413861
    2.8230705339722237    2.8230705339722237    3.0778461068591105    3.0778461068591105    3.0778461068591114    3.0778461068591114    6.6593087396173498    6.6593087396173498    6.6593087396173498    6.6593087396173498    6.6800851742975595    6.6800851742975595
    2.8234372842470354    2.8234372842470354    3.0955720963210029    3.0955720963210029    3.0955720963210056    3.0955720963210056    6.6561951775861665    6.6561951775861665    6.6561951775861665    6.6561951775861665    6.6790455795330717    6.6790455795330717
