ki	 -3.1415926535897931	kf	  3.1415926535897931
 -3.1329968220769175 -3.1329968220769175 -3.1329968220769175  0.0000107202015933
 -3.1329968220769175 -3.1329968220769175 -3.0963898839641466  0.0000248574564037
 -3.1329968220769175 -3.1329968220769175 -3.0308900146144282  0.0000387837561311
 -3.1329968220769175 -3.1329968220769175 -2.9370940599624640  0.0000523497842614
 -3.1329968220769175 -3.1329968220769175 -2.8158759582117421  0.0000654274082206
 -3.1329968220769175 -3.1329968220769175 -2.6683670554993348  0.0000778942661616
 -3.1329968220769175 -3.1329968220769175 -2.4959444568090201  0.0000896338892693
 -3.1329968220769175 -3.1329968220769175 -2.3002179653243036  0.0001005366442263
 -3.1329968220769175 -3.1329968220769175 -2.0830149979927941  0.0001105007253903
 -3.1329968220769175 -3.1329968220769175 -1.8463635053465410  0.0001194330964501
 -3.1329968220769175 -3.1329968220769175 -1.5924730300068268  0.0001272503560730
 -3.1329968220769175 -3.1329968220769175 -1.3237140736726882  0.0001338795154337
 -3.1329968220769175 -3.1329968220769175 -1.0425959628866450  0.0001392586791897
 -3.1329968220769175 -3.1329968220769175 -0.7517434193481933  0.0001433376231470
 -3.1329968220769175 -3.1329968220769175 -0.4538720531582203  0.0001460782630744
 -3.1329968220769175 -3.1329968220769175 -0.1517630076366704  0.0001474550102259
 -3.1329968220769175 -3.1329968220769175  0.1517630076366704  0.0001474550102259
 -3.1329968220769175 -3.1329968220769175  0.4538720531582203  0.0001460782630744
 -3.1329968220769175 -3.1329968220769175  0.7517434193481933  0.0001433376231470
 -3.1329968220769175 -3.1329968220769175  1.0425959628866450  0.0001392586791897
 -3.1329968220769175 -3.1329968220769175  1.3237140736726882  0.0001338795154337
 -3.1329968220769175 -3.1329968220769175  1.5924730300068268  0.0001272503560730
 -3.1329968220769175 -3.1329968220769175  1.8463635053465410  0.0001194330964501
 -3.1329968220769175 -3.1329968220769175  2.0830149979927941  0.0001105007253903
 -3.1329968220769175 -3.1329968220769175  2.3002179653243036  0.0001005366442263
 -3.1329968220769175 -3.1329968220769175  2.4959444568090201  0.0000896338892693
 -3.1329968220769175 -3.1329968220769175  2.6683670554993348  0.0000778942661616
 -3.1329968220769175 -3.1329968220769175  2.8158759582117421  0.0000654274082206
 -3.1329968220769175 -3.1329968220769175  2.9370940599624640  0.0000523497842614
 -3.1329968220769175 -3.1329968220769175  3.0308900146144282  0.0000387837561311
 -3.1329968220769175 -3.1329968220769175  3.0963898839641466  0.0000248574564037
 -3.1329968220769175 -3.1329968220769175  3.1329968220769175  0.0000107202015933
 -3.1329968220769175 -3.0963898839641466 -3.1329968220769175  0.0000248574564037
 -3.1329968220769175 -3.0963898839641466 -3.0963898839641466  0.0000576382014351
 -3.1329968220769175 -3.0963898839641466 -3.0308900146144282  0.0000899297945852
 -3.1329968220769175 -3.0963898839641466 -2.9370940599624640  0.0001213860083404
 -3.1329968220769175 -3.0963898839641466 -2.8158759582117421  0.0001517097354269
 -3.1329968220769175 -3.0963898839641466 -2.6683670554993348  0.0001806172494380
 -3.1329968220769175 -3.0963898839641466 -2.4959444568090201  0.0002078384884281
 -3.1329968220769175 -3.0963898839641466 -2.3002179653243036  0.0002331192402558
 -3.1329968220769175 -3.0963898839641466 -2.0830149979927941  0.0002562234431927
 -3.1329968220769175 -3.0963898839641466 -1.8463635053465410  0.0002769353693881
 -3.1329968220769175 -3.0963898839641466 -1.5924730300068268  0.0002950616320877
 -3.1329968220769175 -3.0963898839641466 -1.3237140736726882  0.0003104329885279
 -3.1329968220769175 -3.0963898839641466 -1.0425959628866450  0.0003229059189469
 -3.1329968220769175 -3.0963898839641466 -0.7517434193481933  0.0003323639660469
 -3.1329968220769175 -3.0963898839641466 -0.4538720531582203  0.0003387188220559
 -3.1329968220769175 -3.0963898839641466 -0.1517630076366704  0.0003419111530955
 -3.1329968220769175 -3.0963898839641466  0.1517630076366704  0.0003419111530955
 -3.1329968220769175 -3.0963898839641466  0.4538720531582203  0.0003387188220559
 -3.1329968220769175 -3.0963898839641466  0.7517434193481933  0.0003323639660469
