                   e00                   e01                   e02                   e03                   e04                   e05
    2.8435991413680517    2.8435991413680517    3.7584025699461630    3.7584025699461630    3.7584025699461638    3.7584025699461638
    2.8443839846736036    2.8443839846736036    3.7783553792974485    3.7783553792974485    3.7783553792974516    3.7783553792974516
    2.8451771244728268    2.8451771244728268    3.7981474944370222    3.7981474944370222    3.7981474944370222    3.7981474944370222
    2.8459787088539281    2.8459787088539281    3.8178001971134279    3.8178001971134279    3.8178001971134283    3.8178001971134283
    2.8467889320101709    2.8467889320101709    3.8373401150883617    3.8373401150883617    3.8373401150883630    3.8373401150883630
    2.8476080173384286    2.8476080173384286    3.8567979859188508    3.8567979859188508    3.8567979859188535    3.8567979859188535
    2.8484361996106204    2.8484361996106204    3.8762073034461664    3.8762073034461664    3.8762073034461668    3.8762073034461668
    2.8492737069265224    2.8492737069265224    3.8956028988930105    3.8956028988930105    3.8956028988930114    3.8956028988930114
    2.8501207431534867    2.8501207431534867    3.9150195096471454    3.9150195096471454    3.9150195096471494    3.9150195096471494
    2.8509774715232110    2.8509774715232110    3.9344903880629034    3.9344903880629034    3.9344903880629047    3.9344903880629047
    2.8518440000000149    2.8518440000000149    3.9540459999999515    3.9540459999999515    3.9540459999999520    3.9540459999999520
    2.8527203689591496    2.8527203689591496    3.9737128584935002    3.9737128584935002    3.9737128584935020    3.9737128584935020
    2.8536065416160179    2.8536065416160179    3.9935125320640479    3.9935125320640479    3.9935125320640523    3.9935125320640523
    2.8545023975332393    2.8545023975332393    4.0134608600000865    4.0134608600000865    4.0134608600000883    4.0134608600000883
    2.8554077294143618    2.8554077294143618    4.0335673987381151    4.0335673987381151    4.0335673987381186    4.0335673987381186
    2.8563222432620292    2.8563222432620292    4.0538351145657794    4.0538351145657794    4.0538351145657874    4.0538351145657874
    2.8572455618503270    2.8572455618503270    4.0742603285607819    4.0742603285607819    4.0742603285607837    4.0742603285607837
    2.8581772313362399    2.8581772313362399    4.0948329103841505    4.0948329103841505    4.0948329103841505    4.0948329103841505
    2.8591167307176888    2.8591167307176888    4.1155367084981931    4.1155367084981931    4.1155367084981931    4.1155367084981931
    2.8600634837412295    2.8600634837412295    4.1363501959902349    4.1363501959902349    4.1363501959902358    4.1363501959902358
    2.8610168727758944    2.8610168727758944    4.1572473036917961    4.1572473036917961    4.1572473036917970    4.1572473036917970
    2.8619762540983600    2.8619762540983600    4.1781984059631148    4.1781984059631148    4.1781984059631156    4.1781984059631156
    2.8629409739915763    2.8629409739915763    4.1991714195656025    4.1991714195656025    4.1991714195656042    4.1991714195656042
    2.8639103850324421    2.8639103850324421    4.2201329726455814    4.2201329726455814    4.2201329726455823    4.2201329726455823
    2.8648838619436185    2.8648838619436185    4.2410495990695685    4.2410495990695685    4.2410495990695694    4.2410495990695694
    2.8658608164125701    2.8658608164125701    4.2618889132316431    4.2618889132316431    4.2618889132316440    4.2618889132316440
    2.8668407103219837    2.8668407103219837    4.2826207220235348    4.2826207220235348    4.2826207220235348    4.2826207220235348
    2.8678230669051441    2.8678230669051441    4.3032180337143942    4.3032180337143942    4.3032180337143950    4.3032180337143950
    2.8688074794231953    2.8688074794231953    4.3236579280432004    4.3236579280432004    4.3236579280432004    4.3236579280432004
    2.8697936170588747    2.8697936170588747    4.3439222575803393    4.3439222575803393    4.3439222575803393    4.3439222575803393
    2.8707812278320795    2.8707812278320795    4.3639981571671784    4.3639981571671784    4.3639981571671784    4.3639981571671784
    2.8717701384558425    2.8717701384558425    4.3838783457764539    4.3838783457764539    4.3838783457764556    4.3838783457764556
    2.8727602511703014    2.8727602511703014    4.4035612130781523    4.4035612130781523    4.4035612130781541    4.4035612130781541
    2.8737515377052678    2.8737515377052678    4.4230506911399123    4.4230506911399123    4.4230506911399150    4.4230506911399150
    2.8747440306306853    2.8747440306306853    4.4423559196537070    4.4423559196537070    4.4423559196537088    4.4423559196537088
    2.8757378124519910    2.8757378124519910    4.4614907206361982    4.4614907206361982    4.4614907206361991    4.4614907206361991
    2.8767330028878013    2.8767330028878013    4.4804729053835315    4.4804729053835315    4.4804729053835315    4.4804729053835315
    2.8777297448348054    2.8777297448348054    4.4993234423541795    4.4993234423541795    4.4993234423541795    4.4993234423541795
    2.8787281895698467    2.8787281895698467    4.5180655193980463    4.5180655193980463    4.5180655193980481    4.5180655193980481
    2.8797284817616453    2.8797284817616453    4.5367235371666785    4.5367235371666785    4.5367235371666794    4.5367235371666794
    2.8807307448696626    2.8807307448696626    4.5553220725731824    4.5553220725731824    4.5553220725731824    4.5553220725731824
    2.8817350674865261    2.8817350674865261    4.5738848516901811    4.5738848516901811    4.5738848516901820    4.5738848516901820
    2.8827414911380949    2.8827414911380949    4.5924337705562515    4.5924337705562515    4.5924337705562532    4.5924337705562532
    2.8837500000000018    2.8837500000000018    4.6109879999999972    4.6109879999999972    4.6109879999999972    4.6109879999999972
    2.8847605129065865    2.8847605129065865    4.6295632069387587    4.6295632069387587    4.6295632069387596    4.6295632069387596
    2.8857728779422840    2.8857728779422840    4.6481709197790941    4.6481709197790941    4.6481709197791004    4.6481709197791004
    2.8867868698010839    2.8867868698010839    4.6668180597657223    4.6668180597657223    4.6668180597657249    4.6668180597657249
    2.8878021899948783    2.8878021899948783    4.6855066535969714    4.6855066535969714    4.6855066535969714    4.6855066535969714
    2.8888184698771755    2.8888184698771755    4.7042337356195914    4.7042337356195914    4.7042337356195931    4.7042337356195931
    2.8898352763470219    2.8898352763470219    4.7229914406830646    4.7229914406830646    4.7229914406830646    4.7229914406830646
    2.8908521199883270    2.8908521199883270    4.7417672815569576    4.7417672815569576    4.7417672815569594    4.7417672815569594
    2.8918684653132698    2.8918684653132698    4.7605445979598198    4.7605445979598198    4.7605445979598215    4.7605445979598215
    2.8928837426970206    2.8928837426970206    4.7793031579560603    4.7793031579560603    4.7793031579560612    4.7793031579560612
    2.8938973615273080    2.8938973615273080    4.7980198869913977    4.7980198869913977    4.7980198869913995    4.7980198869913995
    2.8949087240506617    2.8949087240506617    4.8166696953400940    4.8166696953400940    4.8166696953400940    4.8166696953400940
    2.8959172393687460    2.8959172393687460    4.8352263713884360    4.8352263713884360    4.8352263713884369    4.8352263713884369
    2.8969223370403010    2.8969223370403010    4.8536635060988118    4.8536635060988118    4.8536635060988127    4.8536635060988127
    2.8979234797584965    2.8979234797584965    4.8719554132323166    4.8719554132323166    4.8719554132323175    4.8719554132323175
    2.8989201746108919    2.8989201746108919    4.8900780104913402    4.8900780104913402    4.8900780104913411    4.8900780104913411
    2.8999119824903330    2.8999119824903330    4.9080096286247112    4.9080096286247112    4.9080096286247112    4.9080096286247112
    2.9008985252936643    2.9008985252936643    4.9257317186283007    4.9257317186283007    4.9257317186283016    4.9257317186283016
    2.9018794906370493    2.9018794906370493    4.9432294313801739    4.9432294313801739    4.9432294313801739    4.9432294313801739
    2.9028546339096302    2.9028546339096302    4.9604920491348814    4.9604920491348814    4.9604920491348814    4.9604920491348814
    2.9038237775949618    2.9038237775949618    4.9775132541473130    4.9775132541473130    4.9775132541473175    4.9775132541473175
    2.9047868078951158    2.9047868078951158    4.9942912260089631    4.9942912260089631    4.9942912260089640    4.9942912260089640
    2.9057436687972018    2.9057436687972018    5.0108285658616873    5.0108285658616873    5.0108285658616891    5.0108285658616891
    2.9066943538238181    2.9066943538238181    5.0271320522110079    5.0271320522110079    5.0271320522110079    5.0271320522110079
    2.9076388957956762    2.9076388957956762    5.0432122394169578    5.0432122394169578    5.0432122394169587    5.0432122394169587
    2.9085773550176865    2.9085773550176865    5.0590829157741615    5.0590829157741615    5.0590829157741624    5.0590829157741624
    2.9095098063582574    2.9095098063582574    5.0747604432522975    5.0747604432522975    5.0747604432522984    5.0747604432522984
    2.9104363257359811    2.9104363257359811    5.0902630052440383    5.0902630052440383    5.0902630052440383    5.0902630052440383
    2.9113569765537650    2.9113569765537650    5.1056097919049401    5.1056097919049401    5.1056097919049419    5.1056097919049419
    2.9122717966231915    2.9122717966231915    5.1208201547606524    5.1208201547606524    5.1208201547606533    5.1208201547606533
    2.9131807861031449    2.9131807861031449    5.1359127631230077    5.1359127631230077    5.1359127631230086    5.1359127631230086
    2.9140838969423650    2.9140838969423650    5.1509047945060846    5.1509047945060846    5.1509047945060882    5.1509047945060882
    2.9149810242571523    2.9149810242571523    5.1658111896449164    5.1658111896449164    5.1658111896449199    5.1658111896449199
    2.9158719999999874    2.9158719999999874    5.1806439999997735    5.1806439999997735    5.1806439999997735    5.1806439999997735
    2.9167565891944647    2.9167565891944647    5.1954118518768713    5.1954118518768713    5.1954118518768722    5.1954118518768722
    2.9176344889055783    2.9176344889055783    5.2101195466540524    5.2101195466540524    5.2101195466540524    5.2101195466540524
    2.9185053300162602    2.9185053300162602    5.2247678112773430    5.2247678112773430    5.2247678112773439    5.2247678112773439
    2.9193686817689186    2.9193686817689186    5.2393532073418720    5.2393532073418720    5.2393532073418729    5.2393532073418729
    2.9202240589258697    2.9202240589258697    5.2538682009981592    5.2538682009981592    5.2538682009981637    5.2538682009981637
    2.9210709312983254    2.9210709312983254    5.2683013897744448    5.2683013897744448    5.2683013897744448    5.2683013897744448
    2.9219087353037567    2.9219087353037567    5.2826378764593791    5.2826378764593791    5.2826378764593791    5.2826378764593791
    2.9227368871270309    2.9227368871270309    5.2968597746939450    5.2968597746939450    5.2968597746939485    5.2968597746939485
    2.9235547969977667    2.9235547969977667    5.3109468259846864    5.3109468259846864    5.3109468259846881    5.3109468259846881
    2.9243618840502936    2.9243618840502936    5.3248771037960818    5.3248771037960818    5.3248771037960818    5.3248771037960818
    2.9251575912012746    2.9251575912012746    5.3386277772047732    5.3386277772047732    5.3386277772047732    5.3386277772047732
    2.9259413994813408    2.9259413994813408    5.3521759045524480    5.3521759045524480    5.3521759045524488    5.3521759045524488
    2.9267128412633485    2.9267128412633485    5.3654992265710781    5.3654992265710781    5.3654992265710781    5.3654992265710781
    2.9274715118744217    2.9274715118744217    5.3785769287001219    5.3785769287001219    5.3785769287001228    5.3785769287001228
    2.9282170791296869    2.9282170791296869    5.3913903436870543    5.3913903436870543    5.3913903436870552    5.3913903436870552
    2.9289492904011940    2.9289492904011940    5.4039235680120266    5.4039235680120266    5.4039235680120292    5.4039235680120292
    2.9296679769245095    2.9296679769245095    5.4161639691622634    5.4161639691622634    5.4161639691622643    5.4161639691622643
    2.9303730551444258    2.9303730551444258    5.4281025650536376    5.4281025650536376    5.4281025650536385    5.4281025650536385
    2.9310645250117418    2.9310645250117418    5.4397342619177556    5.4397342619177556    5.4397342619177564    5.4397342619177564
    2.9317424652541422    2.9317424652541422    5.4510579424297632    5.4510579424297632    5.4510579424297640    5.4510579424297640
    2.9324070257576542    2.9324070257576542    5.4620764016321575    5.4620764016321575    5.4620764016321619    5.4620764016321619
    2.9330584173048848    2.9330584173048848    5.4727961340188038    5.4727961340188038    5.4727961340188047    5.4727961340188047
    2.9336968990133667    2.9336968990133667    5.4832269808099383    5.4832269808099383    5.4832269808099401    5.4832269808099401
    2.9343227639098566    2.9343227639098566    5.4933816517351719    5.4933816517351719    5.4933816517351719    5.4933816517351719
    2.9349363231449792    2.9349363231449792    5.5032751403492082    5.5032751403492082    5.5032751403492099    5.5032751403492099
    2.9355378894115036    2.9355378894115036    5.5129240558787203    5.5129240558787203    5.5129240558787220    5.5129240558787220
    2.9361277601620936    2.9361277601620936    5.5223458976561703    5.5223458976561703    5.5223458976561703    5.5223458976561703
    2.9367062012337364    2.9367062012337364    5.5315583002606816    5.5315583002606816    5.5315583002606834    5.5315583002606834
    2.9372734314818656    2.9372734314818656    5.5405782784702531    5.5405782784702531    5.5405782784702549    5.5405782784702549
    2.9378296089905742    2.9378296089905742    5.5494215009937395    5.5494215009937395    5.5494215009937413    5.5494215009937413
    2.9383748193767256    2.9383748193767256    5.5581016207012226    5.5581016207012226    5.5581016207012262    5.5581016207012262
    2.9389090666314202    2.9389090666314202    5.5666296868117326    5.5666296868117326    5.5666296868117326    5.5666296868117326
    2.9394322668583723    2.9394322668583723    5.5750136612238581    5.5750136612238581    5.5750136612238590    5.5750136612238590
    2.9399442451614792    2.9399442451614792    5.5832580571045174    5.5832580571045174    5.5832580571045174    5.5832580571045174
    2.9404447358281565    2.9404447358281565    5.5913637131103942    5.5913637131103942    5.5913637131103950    5.5913637131103950
    2.9409333858320443    2.9409333858320443    5.5993277113519930    5.5993277113519930    5.5993277113519930    5.5993277113519930
    2.9414097615630501    2.9414097615630501    5.6071434417029167    5.6071434417029167    5.6071434417029193    5.6071434417029193
    2.9418733585751426    2.9418733585751426    5.6148008094230715    5.6148008094230715    5.6148008094230724    5.6148008094230724
    2.9423236140308275    2.9423236140308275    5.6222865776200726    5.6222865776200726    5.6222865776200726    5.6222865776200726
    2.9427599214256954    2.9427599214256954    5.6295848309156762    5.6295848309156762    5.6295848309156771    5.6295848309156771
    2.9431816470880197    2.9431816470880197    5.6366775421165753    5.6366775421165753    5.6366775421165762    5.6366775421165762
    2.9435881478866173    2.9435881478866173    5.6435452197967848    5.6435452197967848    5.6435452197967857    5.6435452197967857
    2.9439787895258367    2.9439787895258367    5.6501676116745685    5.6501676116745685    5.6501676116745694    5.6501676116745694
    2.9443529647934716    2.9443529647934716    5.6565244366227931    5.6565244366227931    5.6565244366227931    5.6565244366227931
    2.9447101111112177    2.9447101111112177    5.6625961171198451    5.6625961171198451    5.6625961171198469    5.6625961171198469
    2.9450497267722850    2.9450497267722850    5.6683644840401515    5.6683644840401515    5.6683644840401541    5.6683644840401541
    2.9453713852836030    2.9453713852836030    5.6738134268048359    5.6738134268048359    5.6738134268048404    5.6738134268048404
    2.9456747473016112    2.9456747473016112    5.6789294640917083    5.6789294640917083    5.6789294640917083    5.6789294640917083
    2.9459595697283749    2.9459595697283749    5.6837022134136959    5.6837022134136959    5.6837022134136976    5.6837022134136976
    2.9462257116384962    2.9462257116384962    5.6881247418051561    5.6881247418051561    5.6881247418051561    5.6881247418051561
    2.9464731368138968    2.9464731368138968    5.6921937844580857    5.6921937844580857    5.6921937844580857    5.6921937844580857
    2.9467019127860845    2.9467019127860845    5.6959098232440155    5.6959098232440155    5.6959098232440173    5.6959098232440173
    2.9469122064053930    2.9469122064053930    5.6992770224514482    5.6992770224514482    5.6992770224514482    5.6992770224514482
    2.9471042760851622    2.9471042760851622    5.7023030245451878    5.7023030245451878    5.7023030245451887    5.7023030245451887
    2.9472784609788159    2.9472784609788159    5.7049986141255600    5.7049986141255600    5.7049986141255600    5.7049986141255600
    2.9474351674659443    2.9474351674659443    5.7073772633067348    5.7073772633067348    5.7073772633067392    5.7073772633067392
    2.9475748534126267    2.9475748534126267    5.7094545762559177    5.7094545762559177    5.7094545762559212    5.7094545762559212
    2.9476980107540327    2.9476980107540327    5.7112476544808057    5.7112476544808057    5.7112476544808057    5.7112476544808057
    2.9478051470084141    2.9478051470084141    5.7127744074726827    5.7127744074726827    5.7127744074726854    5.7127744074726854
    2.9478967663681890    2.9478967663681890    5.7140528353508806    5.7140528353508806    5.7140528353508806    5.7140528353508806
    2.9479733510329718    2.9479733510329718    5.7151003112296292    5.7151003112296292    5.7151003112296328    5.7151003112296328
    2.9480353434384554    2.9480353434384554    5.7159328909825566    5.7159328909825566    5.7159328909825575    5.7159328909825575
    2.9480831300069070    2.9480831300069070    5.7165646770119007    5.7165646770119007    5.7165646770119025    5.7165646770119025
    2.9481170269919268    2.9481170269919268    5.7170072605240669    5.7170072605240669    5.7170072605240669    5.7170072605240669
    2.9481372689146221    2.9481372689146221    5.7172692637907732    5.7172692637907732    5.7172692637907758    5.7172692637907758
    2.9481440000000045    2.9481440000000045    5.7173559999999757    5.7173559999999757    5.7173559999999757    5.7173559999999757
    2.9486008473991414    2.9486008473991414    5.7173541400022891    5.7173541400022891    5.7173715944268837    5.7173715944268837
    2.9499690967016363    2.9499690967016363    5.7173485441332996    5.7173485441332996    5.7174180650845274    5.7174180650845274
    2.9522419086591385    2.9522419086591385    5.7173391652119472    5.7173391652119472    5.7174944831591334    5.7174944831591334
    2.9554080149987425    2.9554080149987425    5.7173259260771756    5.7173259260771756    5.7175993305425905    5.7175993305425905
    2.9594519107332196    2.9594519107332196    5.7173087217544829    5.7173087217544829    5.7177305437728476    5.7177305437728476
    2.9643541166929643    2.9643541166929643    5.7172874223996342    5.7172874223996342    5.7178855737162744    5.7178855737162744
    2.9700915058094162    2.9700915058094162    5.7172618769344243    5.7172618769344243    5.7180614592259431    5.7180614592259431
    2.9766376851552425    2.9766376851552425    5.7172319172688262    5.7172319172688262    5.7182549126028599    5.7182549126028599
    2.9839634244494118    2.9839634244494118    5.7171973629878483    5.7171973629878483    5.7184624143439091    5.7184624143439091
    2.9920371207039826    2.9920371207039826    5.7171580263674633    5.7171580263674633    5.7186803143991822    5.7186803143991822
    3.0008252879500050    3.0008252879500050    5.7171137175769067    5.7171137175769067    5.7189049369831721    5.7189049369831721
    3.0102930605532250    3.0102930605532250    5.7170642499188524    5.7170642499188524    5.7191326858989013    5.7191326858989013
    3.0204046985208057    3.0204046985208057    5.7170094449605040    5.7170094449605040    5.7193601473411864    5.7193601473411864
    3.0311240834153717    3.0311240834153717    5.7169491374118282    5.7169491374118282    5.7195841872447462    5.7195841872447462
    3.0424151940132695    3.0424151940132695    5.7168831796181765    5.7168831796181765    5.7198020404337901    5.7198020404337901
    3.0542425516583847    3.0542425516583847    5.7168114455454546    5.7168114455454546    5.7200113890978832    5.7200113890978832
    3.0665716263382499    3.0665716263382499    5.7167338341540503    5.7167338341540503    5.7202104284670225    5.7202104284670225
    3.0793691958098854    3.0793691958098854    5.7166502720769508    5.7166502720769508    5.7203979179633242    5.7203979179633242
    3.0926036515909119    3.0926036515909119    5.7165607155382983    5.7165607155382983    5.7205732165629639    5.7205732165629639
    3.1062452472549409    3.1062452472549409    5.7164651514749023    5.7164651514749023    5.7207363015924608    5.7207363015924608
    3.1202662861802590    3.1202662861802590    5.7163635978440226    5.7163635978440226    5.7208877706893224    5.7208877706893224
    3.1346412476449439    3.1346412476449439    5.7162561031292620    5.7162561031292620    5.7210288271688228    5.7210288271688228
    3.1493468518877061    3.1493468518877061    5.7161427450770645    5.7161427450770645    5.7211612495344202    5.7211612495344202
    3.1643620664073122    3.1643620664073122    5.7160236287215920    5.7160236287215920    5.7212873463348854    5.7212873463348854
    3.1796680573108143    3.1796680573108143    5.7158988837736491    5.7158988837736491    5.7214098979953274    5.7214098979953274
    3.1952480908933878    3.1952480908933878    5.7157686614699550    5.7157686614699550    5.7215320876152260    5.7215320876152260
    3.2110873918072986    3.2110873918072986    5.7156331309903630    5.7156331309903630    5.7216574230242188    5.7216574230242188
    3.2271729651193843    3.2271729651193843    5.7154924755645240    5.7154924755645240    5.7217896526099343    5.7217896526099343
    3.2434933902448231    3.2434933902448231    5.7153468883941523    5.7153468883941523    5.7219326775717336    5.7219326775717336
    3.2600385951658439    3.2600385951658439    5.7151965685198842    5.7151965685198842    5.7220904633087102    5.7220904633087102
    3.2767996194894953    3.2767996194894953    5.7150417167622836    5.7150417167622836    5.7222669526194991    5.7222669526194991
    3.2937683747749036    3.2937683747749036    5.7148825318579117    5.7148825318579117    5.7224659832747751    5.7224659832747751
    3.3109374101762654    3.3109374101762654    5.7147192069046655    5.7147192069046655    5.7226912123322871    5.7226912123322871
    3.3282996908264431    3.3282996908264431    5.7145519262156492    5.7145519262156492    5.7229460492939923    5.7229460492939923
    3.3458483955511671    3.3458483955511671    5.7143808626669061    5.7143808626669061    5.7232335998837476    5.7232335998837476
    3.3635767394924185    3.3635767394924185    5.7142061756044624    5.7142061756044624    5.7235566218415359    5.7235566218415359
    3.3814778260654554    3.3814778260654554    5.7140280093564524    5.7140280093564524    5.7239174937197603    5.7239174937197603
    3.3995445314253327    3.3995445314253327    5.7138464923758328    5.7138464923758328    5.7243181972277499    5.7243181972277499
    3.4177694233134233    3.4177694233134233    5.7136617370159524    5.7136617370159524    5.7247603132266116    5.7247603132266116
    3.4361447148413680    3.4361447148413680    5.7134738399216953    5.7134738399216953    5.7252450310357546    5.7252450310357546
    3.4546622524925237    3.4546622524925237    5.7132828829970022    5.7132828829970022    5.7257731702950512    5.7257731702950512
    3.4733135364195449    3.4733135364195449    5.7130889348918261    5.7130889348918261    5.7263452142404576    5.7263452142404576
    3.4920897700316118    3.4920897700316118    5.7128920529364899    5.7128920529364899    5.7269613529120544    5.7269613529120544
    3.5109819349259550    3.5109819349259550    5.7126922854348834    5.7126922854348834    5.7276215345309076    5.7276215345309076
    3.5299808864583251    3.5299808864583251    5.7124896742207127    5.7124896742207127    5.7283255230610326    5.7283255230610326
    3.5490774646804146    3.5490774646804146    5.7122842573727137    5.7122842573727137    5.7290729598250349    5.7290729598250349
    3.5682626150172951    3.5682626150172951    5.7120760719816044    5.7120760719816044    5.7298634269672899    5.7298634269672899
    3.5875275129184474    3.5875275129184474    5.7118651568627863    5.7118651568627863    5.7306965105572347    5.7306965105572347
    3.6068636867899944    3.6068636867899944    5.7116515551130433    5.7116515551130433    5.7315718612004121    5.7315718612004121
    3.6262631337959039    3.6262631337959039    5.7114353164161749    5.7114353164161749    5.7324892501650266    5.7324892501650266
    3.6457184235840030    3.6457184235840030    5.7112164990155154    5.7112164990155154    5.7334486192395291    5.7334486192395291
    3.6652227856282416    3.6652227856282416    5.7109951712827769    5.7109951712827769    5.7344501227957112    5.7344501227957112
    3.6847701766539451    3.6847701766539451    5.7107714128300060    5.7107714128300060    5.7354941608365460    5.7354941608365460
    3.7043553254947166    3.7043553254947166    5.7105453151282548    5.7105453151282548    5.7365814021488761    5.7365814021488761
