                   e00                   e01                   e02                   e03                   e04                   e05                   e06                   e07                   e08                   e09                   e10                   e11
    2.8185399999999476    2.8185399999999476    2.8185399999999494    2.8185399999999494    2.8185399999999512    2.8185399999999512    2.9481440000000045    2.9481440000000045    5.7173559999999757    5.7173559999999757    5.7173559999999757    5.7173559999999757
    2.8185546143781961    2.8185546143781961    2.8194755973028904    2.8194755973028904    2.8194755973028944    2.8194755973028944    2.9481372689146244    2.9481372689146244    5.7172692637907732    5.7172692637907732    5.7172692637907732    5.7172692637907732
    2.8185983195463069    2.8185983195463069    2.8222706084718796    2.8222706084718796    2.8222706084718809    2.8222706084718809    2.9481170269919281    2.9481170269919281    5.7170072605240687    5.7170072605240687    5.7170072605240723    5.7170072605240723
    2.8186707052292972    2.8186707052292972    2.8268899802849488    2.8268899802849488    2.8268899802849501    2.8268899802849501    2.9480831300069079    2.9480831300069079    5.7165646770119007    5.7165646770119007    5.7165646770119025    5.7165646770119025
    2.8187710996089614    2.8187710996089614    2.8332762456963296    2.8332762456963296    2.8332762456963310    2.8332762456963310    2.9480353434384567    2.9480353434384567    5.7159328909825584    5.7159328909825584    5.7159328909825593    5.7159328909825593
    2.8188985869077587    2.8188985869077587    2.8413509273871984    2.8413509273871984    2.8413509273872015    2.8413509273872015    2.9479733510329669    2.9479733510329669    5.7151003112296266    5.7151003112296266    5.7151003112296292    5.7151003112296292
    2.8190520312643241    2.8190520312643241    2.8510164458053380    2.8510164458053380    2.8510164458053402    2.8510164458053402    2.9478967663681921    2.9478967663681921    5.7140528353508806    5.7140528353508806    5.7140528353508815    5.7140528353508815
    2.8192301061895457    2.8192301061895457    2.8621584768708503    2.8621584768708503    2.8621584768708512    2.8621584768708512    2.9478051470084141    2.9478051470084141    5.7127744074726827    5.7127744074726827    5.7127744074726854    5.7127744074726854
    2.8194313287258477    2.8194313287258477    2.8746486918388241    2.8746486918388241    2.8746486918388245    2.8746486918388245    2.9476980107540349    2.9476980107540349    5.7112476544808057    5.7112476544808057    5.7112476544808093    5.7112476544808093
    2.8196540972963144    2.8196540972963144    2.8883478011808985    2.8883478011808985    2.8883478011808994    2.8883478011808994    2.9475748534126271    2.9475748534126271    5.7094545762559177    5.7094545762559177    5.7094545762559177    5.7094545762559177
